14	82	73	77
14	83	65	17
14	84	3	68
14	85	23	84
14	86	76	73
14	87	11	100
14	88	11	20
14	89	17	16
14	90	17	74
14	91	15	83
14	92	.	.
14	93	67	75
14	94	53	84
14	95	20	73
14	96	19	72
14	97	27	69
14	98	69	19
14	99	13	13
14	100	24	77
14	101	24	73
14	102	14	74
14	103	69	75
14	104	17	80
14	105	63	70
14	106	59	88
14	107	21	22
14	108	81	75
14	109	32	81
14	110	12	71
14	111	22	81
14	112	7	83
14	113	25	22
14	114	14	79
14	115	38	24
14	116	8	11
14	117	20	78
14	118	76	77
14	119	14	19
14	120	.	.
14	121	86	78
14	122	.	.
14	123	.	.
14	124	.	.
15	1	27	72
15	2	0	0
15	3	2	77
15	4	20	74
15	5	.	.
15	6	.	.
15	7	7	5
15	8	0	0
15	9	.	.
15	10	54	81
15	11	9	86
15	12	12	86
15	13	18	3
15	14	34	72
15	15	24	75
15	16	13	68
15	17	17	91
15	18	67	100
15	19	93	50
15	20	19	82
15	21	6	98
15	22	17	83
15	23	.	.
15	24	59	87
15	25	74	79
15	26	.	.
15	27	.	.
15	28	.	.
15	29	25	76
15	30	70	60
15	31	76	76
15	32	70	82
15	33	81	92
15	34	35	19
15	35	17	64
15	36	21	76
15	37	77	84
15	38	36	43
15	39	14	79
15	40	47	82
15	41	27	82
15	42	75	77
15	43	25	80
15	44	82	82
15	45	74	82
15	46	.	.
15	47	.	.
15	48	19	76
15	49	10	100
15	50	6	96
15	51	66	27
15	52	.	.
15	53	13	1
15	54	70	0
15	55	.	.
15	56	.	.
15	57	13	19
15	58	8	83
15	59	70	22
15	60	76	76
15	61	77	50
15	62	7	18
15	63	73	74
15	64	16	91
15	65	72	78
15	66	64	72
15	67	.	.
15	68	80	73
15	69	.	.
15	70	71	80
15	71	.	.
15	72	90	64
15	73	.	.
15	74	78	86
15	75	59	100
15	76	64	81
15	77	73	74
15	78	.	.
15	79	66	71
15	80	85	100
15	81	32	82
15	82	.	.
15	83	.	.
15	84	81	90
15	85	.	.
15	86	72	89
15	87	78	28
15	88	67	85
15	89	87	83
15	90	77	86
15	91	0	86
15	92	.	.
15	93	84	81
15	94	.	.
15	95	56	80
15	96	.	.
15	97	70	80
15	98	.	.
15	99	75	65
15	100	73	74
15	101	.	.
15	102	77	68
15	103	74	80
15	104	71	91
15	105	85	50
15	106	74	79
15	107	20	93
15	108	.	.
15	109	.	.
15	110	82	100
15	111	.	.
15	112	0	82
15	113	68	63
15	114	69	100
15	115	73	67
15	116	.	.
15	117	.	.
15	118	.	.
15	119	78	76
15	120	74	80
15	121	.	.
15	122	86	100
15	123	81	79
15	124	35	78
15	125	65	83
15	126	.	.
15	127	.	.
15	128	.	.
16	1	69	73
16	2	85	19
16	3	0	32
16	4	18	60
16	5	65	17
16	6	81	11
16	7	15	87
16	8	0	82
16	9	13	81
16	10	.	.
16	11	17	66
16	12	20	20
16	13	74	77
16	14	.	.
16	15	.	.
16	16	.	.
16	17	67	75
16	18	80	74
16	19	.	.
16	20	82	21
16	21	90	63
16	22	70	74
16	23	67	16
16	24	65	10
16	25	64	65
16	26	19	80
16	27	16	73
16	28	16	70
16	29	64	76
16	30	93	17
16	31	5	84
16	32	10	67
16	33	15	82
16	34	12	69
16	35	11	79
16	36	15	82
16	37	.	.
16	38	73	30
16	39	.	.
16	40	.	.
16	41	.	.
16	42	73	19
16	43	13	32
16	44	.	.
16	45	.	.
16	46	.	.
16	47	12	70
16	48	18	75
16	49	81	79
16	50	.	.
16	51	17	81
16	52	19	73
16	53	19	83
16	54	16	85
16	55	11	80
16	56	.	.
16	57	79	83
16	58	.	.
16	59	46	76
16	60	.	.
16	61	.	.
16	62	73	55
16	63	9	13
16	64	13	63
16	65	.	.
16	66	76	20
16	67	8	24
16	68	71	25
16	69	41	68
16	70	25	25
16	71	9	66
16	72	12	26
16	73	10	77
16	74	32	62
